observation_id,indicator_id,indicator_name,category,subcategory,country_iso3,country_name,comparison_group,period_type,year,period_start,period_end,period_label,value_raw,value_numeric,unit,unit_standardized,value_standardized,standardization_note,indicator_type,source_id,source_name,source_url,source_file_path,source_publication_date,retrieved_at,confidence_tier,uncertainty_note,is_canonical,canonical_selection_reason,source_priority,dedupe_key,normalization_method,notes
obs_16571d0fc3a270,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2023,2023-01-01,2023-12-31,2023,0.001,0.001,percent,percent,0.1,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2023-01-01|2023-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""High School"", ""year"": ""2023""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""High School"", ""pct_share"": ""0.001"", ""year"": ""2023""}"
obs_56e39f46d77557,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2023,2023-01-01,2023-12-31,2023,0.3016,0.3016,percent,percent,30.159999999999997,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2023-01-01|2023-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Masters"", ""year"": ""2023""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Masters"", ""pct_share"": ""0.3016"", ""year"": ""2023""}"
obs_59a2d78036bfd0,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2023,2023-01-01,2023-12-31,2023,0.2159,0.2159,percent,percent,21.59,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2023-01-01|2023-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Other"", ""year"": ""2023""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Other"", ""pct_share"": ""0.2159"", ""year"": ""2023""}"
obs_f85e2f3dcf326a,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2024,2024-01-01,2024-12-31,2024,0.093,0.093,percent,percent,9.3,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,"Selected by source hierarchy, confidence tier, indicator type, and recency; competed with 5 alternative rows from stanford_ai_index_2026_public_data_bundle.",5,ai_index_fig_1_8_3_pct_share|KOR|2024-01-01|2024-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Bachelor"", ""year"": ""2024""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Bachelor"", ""pct_share"": ""0.093"", ""year"": ""2024""}"
obs_82d16a8bd086f9,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2024,2024-01-01,2024-12-31,2024,0.0002,0.0002,percent,percent,0.02,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2024-01-01|2024-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Diploma"", ""year"": ""2024""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Diploma"", ""pct_share"": ""0.0002"", ""year"": ""2024""}"
obs_edb0f17dbf05d7,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2024,2024-01-01,2024-12-31,2024,0.4101,0.4101,percent,percent,41.010000000000005,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2024-01-01|2024-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Doctorate"", ""year"": ""2024""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Doctorate"", ""pct_share"": ""0.4101"", ""year"": ""2024""}"
obs_c2a1e3398eeee8,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2024,2024-01-01,2024-12-31,2024,0.0009,0.0009,percent,percent,0.09,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2024-01-01|2024-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""High School"", ""year"": ""2024""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""High School"", ""pct_share"": ""0.0009"", ""year"": ""2024""}"
obs_c8d8801ecc712d,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2024,2024-01-01,2024-12-31,2024,0.3111,0.3111,percent,percent,31.11,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2024-01-01|2024-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Masters"", ""year"": ""2024""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Masters"", ""pct_share"": ""0.3111"", ""year"": ""2024""}"
obs_65ee4378be8180,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2024,2024-01-01,2024-12-31,2024,0.1847,0.1847,percent,percent,18.47,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2024-01-01|2024-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Other"", ""year"": ""2024""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Other"", ""pct_share"": ""0.1847"", ""year"": ""2024""}"
obs_5113d9ec9e41c8,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2025,2025-01-01,2025-12-31,2025,0.096,0.096,percent,percent,9.6,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,"Selected by source hierarchy, confidence tier, indicator type, and recency; competed with 5 alternative rows from stanford_ai_index_2026_public_data_bundle.",5,ai_index_fig_1_8_3_pct_share|KOR|2025-01-01|2025-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Bachelor"", ""year"": ""2025""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Bachelor"", ""pct_share"": ""0.096"", ""year"": ""2025""}"
obs_67fc305955ec33,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2025,2025-01-01,2025-12-31,2025,0.0002,0.0002,percent,percent,0.02,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2025-01-01|2025-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Diploma"", ""year"": ""2025""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Diploma"", ""pct_share"": ""0.0002"", ""year"": ""2025""}"
obs_2bda88e6aa89db,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2025,2025-01-01,2025-12-31,2025,0.425,0.425,percent,percent,42.5,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2025-01-01|2025-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Doctorate"", ""year"": ""2025""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Doctorate"", ""pct_share"": ""0.425"", ""year"": ""2025""}"
obs_f99e7fcff7daee,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2025,2025-01-01,2025-12-31,2025,0.0011,0.0011,percent,percent,0.11,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2025-01-01|2025-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""High School"", ""year"": ""2025""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""High School"", ""pct_share"": ""0.0011"", ""year"": ""2025""}"
obs_988a885d1c4c7d,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2025,2025-01-01,2025-12-31,2025,0.3176,0.3176,percent,percent,31.759999999999998,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2025-01-01|2025-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Masters"", ""year"": ""2025""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Masters"", ""pct_share"": ""0.3176"", ""year"": ""2025""}"
obs_d8e3b0c0be961f,ai_index_fig_1_8_3_pct_share,"Percentage of top AI authors and inventors by education level and country, 2010–25","Talent, Public Sector, and Defense",pct_share,KOR,South Korea,KOR/USA/CHN,annual,2025,2025-01-01,2025-12-31,2025,0.16,0.16,percent,percent,16.0,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.3.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",False,,5,ai_index_fig_1_8_3_pct_share|KOR|2025-01-01|2025-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.3; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""education_label"": ""Other"", ""year"": ""2025""} | Original fields: {""country"": ""South Korea"", ""country_code"": ""KR"", ""education_label"": ""Other"", ""pct_share"": ""0.16"", ""year"": ""2025""}"
obs_fc1324596c0aa3,ai_index_fig_1_8_4_female,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Female,KOR,South Korea,KOR/USA/CHN,annual,2010,2010-01-01,2010-12-31,2010,0.1628,0.1628,percent,percent,16.28,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_female|KOR|2010-01-01|2010-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2010""} | Original fields: {""Female"": ""0.1628"", ""Male"": ""0.8372"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2010""}"
obs_0cfb5ccd3a51c8,ai_index_fig_1_8_4_male,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Male,KOR,South Korea,KOR/USA/CHN,annual,2010,2010-01-01,2010-12-31,2010,0.8372,0.8372,percent,percent,83.72,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_male|KOR|2010-01-01|2010-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2010""} | Original fields: {""Female"": ""0.1628"", ""Male"": ""0.8372"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2010""}"
obs_cc279c1f2fc8d9,ai_index_fig_1_8_4_female,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Female,KOR,South Korea,KOR/USA/CHN,annual,2011,2011-01-01,2011-12-31,2011,0.1768,0.1768,percent,percent,17.68,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_female|KOR|2011-01-01|2011-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2011""} | Original fields: {""Female"": ""0.1768"", ""Male"": ""0.8232"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2011""}"
obs_a65e7487574f82,ai_index_fig_1_8_4_male,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Male,KOR,South Korea,KOR/USA/CHN,annual,2011,2011-01-01,2011-12-31,2011,0.8232,0.8232,percent,percent,82.32000000000001,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_male|KOR|2011-01-01|2011-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2011""} | Original fields: {""Female"": ""0.1768"", ""Male"": ""0.8232"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2011""}"
obs_7b9530e038421f,ai_index_fig_1_8_4_female,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Female,KOR,South Korea,KOR/USA/CHN,annual,2012,2012-01-01,2012-12-31,2012,0.1778,0.1778,percent,percent,17.78,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_female|KOR|2012-01-01|2012-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2012""} | Original fields: {""Female"": ""0.1778"", ""Male"": ""0.8222"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2012""}"
obs_84a87a9bfdedda,ai_index_fig_1_8_4_male,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Male,KOR,South Korea,KOR/USA/CHN,annual,2012,2012-01-01,2012-12-31,2012,0.8222,0.8222,percent,percent,82.22,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_male|KOR|2012-01-01|2012-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2012""} | Original fields: {""Female"": ""0.1778"", ""Male"": ""0.8222"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2012""}"
obs_cffaf589db4664,ai_index_fig_1_8_4_female,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Female,KOR,South Korea,KOR/USA/CHN,annual,2013,2013-01-01,2013-12-31,2013,0.1827,0.1827,percent,percent,18.27,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_female|KOR|2013-01-01|2013-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2013""} | Original fields: {""Female"": ""0.1827"", ""Male"": ""0.8173"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2013""}"
obs_ed371a6f220e09,ai_index_fig_1_8_4_male,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Male,KOR,South Korea,KOR/USA/CHN,annual,2013,2013-01-01,2013-12-31,2013,0.8173,0.8173,percent,percent,81.73,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_male|KOR|2013-01-01|2013-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2013""} | Original fields: {""Female"": ""0.1827"", ""Male"": ""0.8173"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2013""}"
obs_21ad74f7b2646e,ai_index_fig_1_8_4_female,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Female,KOR,South Korea,KOR/USA/CHN,annual,2014,2014-01-01,2014-12-31,2014,0.1807,0.1807,percent,percent,18.07,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_female|KOR|2014-01-01|2014-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2014""} | Original fields: {""Female"": ""0.1807"", ""Male"": ""0.8193"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2014""}"
obs_5cceba0dc1f08a,ai_index_fig_1_8_4_male,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Male,KOR,South Korea,KOR/USA/CHN,annual,2014,2014-01-01,2014-12-31,2014,0.8193,0.8193,percent,percent,81.93,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_male|KOR|2014-01-01|2014-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2014""} | Original fields: {""Female"": ""0.1807"", ""Male"": ""0.8193"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2014""}"
obs_41e2643f4fdb5d,ai_index_fig_1_8_4_female,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Female,KOR,South Korea,KOR/USA/CHN,annual,2015,2015-01-01,2015-12-31,2015,0.1785,0.1785,percent,percent,17.849999999999998,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_female|KOR|2015-01-01|2015-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2015""} | Original fields: {""Female"": ""0.1785"", ""Male"": ""0.8215"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2015""}"
obs_1f0b5a7b8f7da1,ai_index_fig_1_8_4_male,"Top AI authors and inventors (% of total) by gender, 2010–25","Talent, Public Sector, and Defense",Male,KOR,South Korea,KOR/USA/CHN,annual,2015,2015-01-01,2015-12-31,2015,0.8215,0.8215,percent,percent,82.15,Converted decimal share to percent.,observed_metric,stanford_ai_index_2026_public_data_bundle,2026 AI Index Report public data bundle,https://hai.stanford.edu/ai-index,1. Research and Development\Data\fig_1.8.4.csv,,2026-05-03T06:51:20+00:00,medium_high,"Korea-specific AI talent, education, graduate, or skills indicator.",True,Only observation for indicator/country/period/unit.,5,ai_index_fig_1_8_4_male|KOR|2015-01-01|2015-12-31|percent,mapped_to_master_schema,"Source figure: fig_1.8.4; source chapter: 1. Research and Development | Korea-specific AI talent, education, graduate, or skills indicator. | {""country_code"": ""KR"", ""year"": ""2015""} | Original fields: {""Female"": ""0.1785"", ""Male"": ""0.8215"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2015""}"
