observation_id,indicator_id,indicator_name,category,subcategory,country_iso3,country_name,comparison_group,period_type,year,period_start,period_end,period_label,value_raw,value_numeric,unit,unit_standardized,value_standardized,standardization_note,indicator_type,source_id,source_name,source_url,source_file_path,source_publication_date,retrieved_at,confidence_tier,uncertainty_note,is_canonical,canonical_selection_reason,source_priority,dedupe_key,normalization_method,notes
obs_50628293f4cd28,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2018,2018-01-01,2018-12-31,2018,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2018-01-01|2018-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_301d9bb3cd2e4c,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2019,2019-01-01,2019-12-31,2019,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2019-01-01|2019-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_182eb79f9f7abb,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2020,2020-01-01,2020-12-31,2020,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2020-01-01|2020-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_c58cbc3fd42cda,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2021,2021-01-01,2021-12-31,2021,3.0,3.0,count,count,3.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2021-01-01|2021-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_e7914502c50b1d,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2022,2022-01-01,2022-12-31,2022,3.0,3.0,count,count,3.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2022-01-01|2022-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_aaeb31d7381b72,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2023,2023-01-01,2023-12-31,2023,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2023-01-01|2023-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_97d2697f0f2fa4,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2024,2024-01-01,2024-12-31,2024,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2024-01-01|2024-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_4962e097b4ffe7,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,KOR,South Korea,KOR/USA/CHN,annual,2025,2025-01-01,2025-12-31,2025,8.0,8.0,count,count,8.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|KOR|2025-01-01|2025-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_28c91aac58c31b,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1950,1950-01-01,1950-12-31,1950,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1950-01-01|1950-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_6054fc1276c499,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1952,1952-01-01,1952-12-31,1952,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1952-01-01|1952-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_c08fa9673c2a5b,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1954,1954-01-01,1954-12-31,1954,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1954-01-01|1954-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_66117461b249ae,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1955,1955-01-01,1955-12-31,1955,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1955-01-01|1955-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_d8ba2d51552757,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1957,1957-01-01,1957-12-31,1957,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1957-01-01|1957-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_a344aec3b4a61d,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1959,1959-01-01,1959-12-31,1959,3.0,3.0,count,count,3.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1959-01-01|1959-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_fa0667d39ddb7e,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1960,1960-01-01,1960-12-31,1960,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1960-01-01|1960-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_789d7c8a5e3d4b,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1962,1962-01-01,1962-12-31,1962,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1962-01-01|1962-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_112e8b796dd764,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1963,1963-01-01,1963-12-31,1963,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1963-01-01|1963-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_1f35385b5f8fff,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1965,1965-01-01,1965-12-31,1965,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1965-01-01|1965-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_2204c8b0c9a0ff,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1966,1966-01-01,1966-12-31,1966,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1966-01-01|1966-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_9640af02fb51fc,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1973,1973-01-01,1973-12-31,1973,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1973-01-01|1973-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_c78eca3795f517,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1982,1982-01-01,1982-12-31,1982,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1982-01-01|1982-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_3cdb26b1dc431a,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1983,1983-01-01,1983-12-31,1983,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1983-01-01|1983-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_ac18500de4c99c,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1986,1986-01-01,1986-12-31,1986,4.0,4.0,count,count,4.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1986-01-01|1986-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_71fc5953d9b7f4,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1987,1987-01-01,1987-12-31,1987,3.0,3.0,count,count,3.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1987-01-01|1987-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_16bce940fdc58b,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1988,1988-01-01,1988-12-31,1988,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1988-01-01|1988-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_b1dd6172b73db8,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1989,1989-01-01,1989-12-31,1989,5.0,5.0,count,count,5.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1989-01-01|1989-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_dd04e80ad37606,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1990,1990-01-01,1990-12-31,1990,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1990-01-01|1990-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_1a851a6c4c35a7,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1992,1992-01-01,1992-12-31,1992,3.0,3.0,count,count,3.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1992-01-01|1992-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_694b98a8f8043b,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1993,1993-01-01,1993-12-31,1993,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1993-01-01|1993-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_b690a6ab26a1ef,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1994,1994-01-01,1994-12-31,1994,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1994-01-01|1994-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_0e3f3daa28ac4c,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1995,1995-01-01,1995-12-31,1995,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1995-01-01|1995-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_500150d0134ce0,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1996,1996-01-01,1996-12-31,1996,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1996-01-01|1996-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_8af700aeac36bb,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1997,1997-01-01,1997-12-31,1997,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1997-01-01|1997-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_31ec6d961c5c8b,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1998,1998-01-01,1998-12-31,1998,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1998-01-01|1998-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_c9f40321753e7f,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,1999,1999-01-01,1999-12-31,1999,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|1999-01-01|1999-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_83f823a5d99644,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2001,2001-01-01,2001-12-31,2001,3.0,3.0,count,count,3.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2001-01-01|2001-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_0f23ddf33d7b91,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2002,2002-01-01,2002-12-31,2002,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2002-01-01|2002-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_cc1c1e8b1571af,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2003,2003-01-01,2003-12-31,2003,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2003-01-01|2003-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_b2f7b2560bab8c,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2004,2004-01-01,2004-12-31,2004,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2004-01-01|2004-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_77c8b8beaf1942,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2005,2005-01-01,2005-12-31,2005,1.0,1.0,count,count,1.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2005-01-01|2005-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_7994cd5426799a,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2006,2006-01-01,2006-12-31,2006,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2006-01-01|2006-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_509e18f52d48cd,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2007,2007-01-01,2007-12-31,2007,4.0,4.0,count,count,4.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2007-01-01|2007-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_d0c398ff0a6a61,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2008,2008-01-01,2008-12-31,2008,2.0,2.0,count,count,2.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2008-01-01|2008-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_fee2350e7084c9,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2009,2009-01-01,2009-12-31,2009,7.0,7.0,count,count,7.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2009-01-01|2009-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
obs_5f6fd00d6a07ad,notable_ai_models_count,Number of notable AI models by country/year,"Models, Research, and Funding",models,USA,United States,KOR/USA/CHN,annual,2010,2010-01-01,2010-12-31,2010,4.0,4.0,count,count,4.0,Numeric value parsed; no unit conversion applied.,observed_metric,epoch_ai_models,Data on AI Models,https://epoch.ai/data/notable_ai_models.csv,,,2026-05-03T04:50:11+00:00,medium_high,Inclusion criteria matter.,True,Only observation for indicator/country/period/unit.,5,notable_ai_models_count|USA|2010-01-01|2010-12-31|count,mapped_to_master_schema,Count from Epoch CSV using country column 'Country (of organization)' and date column 'Publication date'.
